freq,SMA_S,SMA_L,Signal_Mw,num_trades,strat_multiple,bh_multiple,outperf_net,outperf,num_samples
25.0,5.0,40.0,35.0,7628.0,0.032,0.251,-0.251,-0.219,102668.0
25.0,5.0,50.0,5.0,15476.0,0.004,0.251,-0.251,-0.247,102668.0
25.0,5.0,50.0,10.0,11430.0,0.005,0.251,-0.251,-0.246,102668.0
25.0,5.0,50.0,15.0,9650.0,0.018,0.251,-0.251,-0.233,102668.0
25.0,5.0,50.0,20.0,8740.0,0.022,0.251,-0.251,-0.229,102668.0
25.0,5.0,50.0,25.0,8094.0,0.036,0.251,-0.251,-0.215,102668.0
25.0,5.0,50.0,30.0,7610.0,0.027,0.251,-0.251,-0.224,102668.0
25.0,5.0,50.0,35.0,7170.0,0.068,0.251,-0.251,-0.183,102668.0
25.0,10.0,20.0,5.0,12288.0,0.004,0.251,-0.251,-0.247,102668.0
25.0,10.0,20.0,10.0,9298.0,0.013,0.251,-0.251,-0.238,102668.0
25.0,10.0,20.0,15.0,8038.0,0.033,0.251,-0.251,-0.218,102668.0
25.0,10.0,20.0,20.0,7408.0,0.071,0.251,-0.251,-0.18,102668.0
25.0,10.0,20.0,25.0,6956.0,0.057,0.251,-0.251,-0.194,102668.0
25.0,10.0,20.0,30.0,6592.0,0.108,0.251,-0.251,-0.143,102668.0
25.0,10.0,20.0,35.0,6414.0,0.136,0.251,-0.251,-0.115,102668.0
25.0,10.0,30.0,5.0,11382.0,0.004,0.251,-0.251,-0.247,102668.0
25.0,10.0,30.0,10.0,8418.0,0.026,0.251,-0.251,-0.225,102668.0
25.0,10.0,30.0,15.0,7272.0,0.061,0.251,-0.251,-0.19,102668.0
25.0,10.0,30.0,20.0,6554.0,0.125,0.251,-0.251,-0.126,102668.0
25.0,10.0,30.0,25.0,6150.0,0.18,0.251,-0.251,-0.071,102668.0
25.0,10.0,30.0,30.0,5898.0,0.282,0.251,-0.25,0.031,102668.0
25.0,10.0,30.0,35.0,5630.0,0.276,0.251,-0.25,0.025,102668.0
25.0,10.0,40.0,5.0,10968.0,0.005,0.251,-0.251,-0.246,102668.0
25.0,10.0,40.0,10.0,8026.0,0.038,0.251,-0.251,-0.213,102668.0
25.0,10.0,40.0,15.0,6836.0,0.09,0.251,-0.251,-0.161,102668.0
25.0,10.0,40.0,20.0,6198.0,0.193,0.251,-0.251,-0.058,102668.0
25.0,10.0,40.0,25.0,5756.0,0.209,0.251,-0.25,-0.042,102668.0
25.0,10.0,40.0,30.0,5446.0,0.251,0.251,-0.25,0.0,102668.0
25.0,10.0,40.0,35.0,5132.0,0.511,0.251,-0.248,0.26,102668.0
25.0,10.0,50.0,5.0,10802.0,0.005,0.251,-0.251,-0.246,102668.0
25.0,10.0,50.0,10.0,7858.0,0.025,0.251,-0.251,-0.226,102668.0
25.0,10.0,50.0,15.0,6670.0,0.083,0.251,-0.251,-0.168,102668.0
25.0,10.0,50.0,20.0,5972.0,0.164,0.251,-0.251,-0.087,102668.0
25.0,10.0,50.0,25.0,5502.0,0.269,0.251,-0.25,0.018,102668.0
25.0,10.0,50.0,30.0,5112.0,0.435,0.251,-0.248,0.184,102668.0
25.0,10.0,50.0,35.0,4832.0,0.478,0.251,-0.247,0.227,102668.0
25.0,15.0,30.0,5.0,9636.0,0.011,0.251,-0.251,-0.24,102668.0
25.0,15.0,30.0,10.0,7142.0,0.045,0.251,-0.251,-0.206,102668.0
25.0,15.0,30.0,15.0,6094.0,0.098,0.251,-0.251,-0.153,102668.0
25.0,15.0,30.0,20.0,5542.0,0.24,0.251,-0.25,-0.011,102668.0
25.0,15.0,30.0,25.0,5152.0,0.329,0.251,-0.249,0.078,102668.0
25.0,15.0,30.0,30.0,4860.0,0.356,0.251,-0.248,0.105,102668.0
25.0,15.0,30.0,35.0,4646.0,0.465,0.251,-0.247,0.214,102668.0
25.0,15.0,40.0,5.0,9186.0,0.012,0.251,-0.251,-0.239,102668.0
25.0,15.0,40.0,10.0,6732.0,0.1,0.251,-0.251,-0.151,102668.0
25.0,15.0,40.0,15.0,5742.0,0.191,0.251,-0.25,-0.06,102668.0
25.0,15.0,40.0,20.0,5196.0,0.398,0.251,-0.249,0.147,102668.0
25.0,15.0,40.0,25.0,4744.0,0.284,0.251,-0.249,0.033,102668.0
25.0,15.0,40.0,30.0,4410.0,0.844,0.251,-0.241,0.593,102668.0
25.0,15.0,40.0,35.0,4206.0,1.018,0.251,-0.236,0.767,102668.0
25.0,15.0,50.0,5.0,8972.0,0.013,0.251,-0.251,-0.238,102668.0
25.0,15.0,50.0,10.0,6538.0,0.081,0.251,-0.251,-0.17,102668.0
25.0,15.0,50.0,15.0,5558.0,0.21,0.251,-0.25,-0.041,102668.0
25.0,15.0,50.0,20.0,4912.0,0.378,0.251,-0.248,0.127,102668.0
25.0,15.0,50.0,25.0,4466.0,0.583,0.251,-0.244,0.332,102668.0
25.0,15.0,50.0,30.0,4194.0,0.763,0.251,-0.239,0.512,102668.0
25.0,15.0,50.0,35.0,4032.0,0.632,0.251,-0.24,0.381,102668.0
25.0,20.0,30.0,5.0,8646.0,0.02,0.251,-0.251,-0.231,102668.0
25.0,20.0,30.0,10.0,6396.0,0.125,0.251,-0.251,-0.126,102668.0
25.0,20.0,30.0,15.0,5490.0,0.213,0.251,-0.25,-0.038,102668.0
25.0,20.0,30.0,20.0,4910.0,0.291,0.251,-0.249,0.04,102668.0
25.0,20.0,30.0,25.0,4566.0,0.33,0.251,-0.248,0.079,102668.0
25.0,20.0,30.0,30.0,4300.0,0.677,0.251,-0.242,0.426,102668.0
25.0,20.0,30.0,35.0,4088.0,0.79,0.251,-0.238,0.539,102668.0
25.0,20.0,40.0,5.0,8282.0,0.028,0.251,-0.251,-0.223,102668.0
25.0,20.0,40.0,10.0,6066.0,0.188,0.251,-0.251,-0.063,102668.0
25.0,20.0,40.0,15.0,5118.0,0.387,0.251,-0.249,0.136,102668.0
25.0,20.0,40.0,20.0,4516.0,0.543,0.251,-0.245,0.292,102668.0
