freq,SMA_S,SMA_L,Signal_Mw,num_trades,strat_multiple,bh_multiple,outperf_net,outperf,num_samples
25.0,5.0,50.0,30.0,6962.0,0.374,0.36,-0.36,0.014,94853.0
25.0,5.0,50.0,35.0,6680.0,0.406,0.36,-0.359,0.046,94853.0
25.0,10.0,20.0,5.0,11506.0,0.094,0.36,-0.36,-0.266,94853.0
25.0,10.0,20.0,10.0,8658.0,0.393,0.36,-0.36,0.033,94853.0
25.0,10.0,20.0,15.0,7580.0,0.299,0.36,-0.36,-0.061,94853.0
25.0,10.0,20.0,20.0,6898.0,0.287,0.36,-0.36,-0.073,94853.0
25.0,10.0,20.0,25.0,6518.0,0.438,0.36,-0.359,0.078,94853.0
25.0,10.0,20.0,30.0,6286.0,0.438,0.36,-0.359,0.078,94853.0
25.0,10.0,20.0,35.0,6034.0,0.337,0.36,-0.359,-0.023,94853.0
25.0,10.0,30.0,5.0,10686.0,0.28,0.36,-0.36,-0.08,94853.0
25.0,10.0,30.0,10.0,7924.0,0.184,0.36,-0.36,-0.176,94853.0
25.0,10.0,30.0,15.0,6824.0,0.249,0.36,-0.36,-0.111,94853.0
25.0,10.0,30.0,20.0,6230.0,0.364,0.36,-0.359,0.004,94853.0
25.0,10.0,30.0,25.0,5720.0,0.406,0.36,-0.359,0.046,94853.0
25.0,10.0,30.0,30.0,5422.0,0.547,0.36,-0.358,0.187,94853.0
25.0,10.0,30.0,35.0,5268.0,0.286,0.36,-0.359,-0.074,94853.0
25.0,10.0,40.0,5.0,10310.0,0.241,0.36,-0.36,-0.119,94853.0
25.0,10.0,40.0,10.0,7584.0,0.161,0.36,-0.36,-0.199,94853.0
25.0,10.0,40.0,15.0,6514.0,0.231,0.36,-0.36,-0.129,94853.0
25.0,10.0,40.0,20.0,5738.0,0.443,0.36,-0.359,0.083,94853.0
25.0,10.0,40.0,25.0,5372.0,0.332,0.36,-0.358,-0.028,94853.0
25.0,10.0,40.0,30.0,5024.0,0.526,0.36,-0.357,0.166,94853.0
25.0,10.0,40.0,35.0,4754.0,0.81,0.36,-0.353,0.45,94853.0
25.0,10.0,50.0,5.0,9986.0,0.341,0.36,-0.36,-0.019,94853.0
25.0,10.0,50.0,10.0,7398.0,0.128,0.36,-0.36,-0.232,94853.0
25.0,10.0,50.0,15.0,6172.0,0.289,0.36,-0.359,-0.071,94853.0
25.0,10.0,50.0,20.0,5562.0,0.235,0.36,-0.359,-0.125,94853.0
25.0,10.0,50.0,25.0,5072.0,0.495,0.36,-0.357,0.135,94853.0
25.0,10.0,50.0,30.0,4736.0,0.886,0.36,-0.352,0.526,94853.0
25.0,10.0,50.0,35.0,4504.0,1.471,0.36,-0.344,1.111,94853.0
25.0,15.0,30.0,5.0,9064.0,0.162,0.36,-0.36,-0.198,94853.0
25.0,15.0,30.0,10.0,6708.0,0.306,0.36,-0.36,-0.054,94853.0
25.0,15.0,30.0,15.0,5734.0,0.502,0.36,-0.358,0.142,94853.0
25.0,15.0,30.0,20.0,5104.0,0.528,0.36,-0.357,0.168,94853.0
25.0,15.0,30.0,25.0,4786.0,0.425,0.36,-0.356,0.065,94853.0
25.0,15.0,30.0,30.0,4488.0,0.875,0.36,-0.35,0.515,94853.0
25.0,15.0,30.0,35.0,4278.0,1.273,0.36,-0.342,0.913,94853.0
25.0,15.0,40.0,5.0,8610.0,0.148,0.36,-0.36,-0.212,94853.0
25.0,15.0,40.0,10.0,6388.0,0.221,0.36,-0.36,-0.139,94853.0
25.0,15.0,40.0,15.0,5280.0,0.544,0.36,-0.357,0.184,94853.0
25.0,15.0,40.0,20.0,4776.0,0.351,0.36,-0.357,-0.009,94853.0
25.0,15.0,40.0,25.0,4376.0,0.741,0.36,-0.351,0.381,94853.0
25.0,15.0,40.0,30.0,4124.0,1.129,0.36,-0.342,0.769,94853.0
25.0,15.0,40.0,35.0,3952.0,1.127,0.36,-0.338,0.767,94853.0
25.0,15.0,50.0,5.0,8410.0,0.102,0.36,-0.36,-0.258,94853.0
25.0,15.0,50.0,10.0,6038.0,0.294,0.36,-0.359,-0.066,94853.0
25.0,15.0,50.0,15.0,5152.0,0.261,0.36,-0.358,-0.099,94853.0
